PlayerID,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,
player784,2014-15,26,SAS,NBA,PG,51,801,13.0,.496,.542,.119,3.0,7.5,5.3,16.9,1.8,0.2,9.0,22.1,0.6,0.9,1.4,.087,1.0,-1.8,-0.7,0.3,
player784,2015-16,27,SAS,NBA,PG,81,1662,14.6,.541,.523,.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.2,2.6,4.8,.139,2.1,-0.4,1.7,1.6,
player784,2016-17,28,SAS,NBA,PG,55,1170,15.9,.589,.535,.131,1.8,7.7,4.9,23.6,2.0,0.0,13.6,20.2,2.0,1.5,3.5,.145,2.8,-1.2,1.6,1.1,
player785,2014-15,27,UTA,NBA,SG,47,924,7.9,.450,.378,.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17.0,-1.0,1.4,0.4,.020,-3.5,1.9,-1.6,0.1,
player785,2015-16,28,UTA,NBA,SG,20,173,6.5,.384,.308,.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,-0.2,0.3,0.1,.033,-4.6,1.8,-2.8,0.0,
player786,2006-07,21,UTA,NBA,PF,82,1472,17.6,.571,.008,.523,15.1,19.8,17.5,6.7,2.4,4.2,16.1,17.8,2.4,2.3,4.7,.153,0.3,2.6,2.9,1.8,
player786,2007-08,22,UTA,NBA,PF,82,1702,16.1,.548,.008,.456,12.1,20.8,16.5,7.0,2.2,3.5,12.6,18.1,2.5,2.7,5.2,.148,-0.2,2.1,1.9,1.7,
player786,2008-09,23,UTA,NBA,PF,76,2290,18.6,.576,.005,.435,13.1,21.0,17.0,9.8,1.8,2.5,12.6,20.0,4.5,3.3,7.7,.162,1.3,1.9,3.3,3.0,
player786,2009-10,24,UTA,NBA,PF,82,2277,16.7,.573,.013,.369,9.9,18.9,14.5,8.9,1.4,3.5,12.2,18.7,3.7,3.5,7.2,.151,0.1,2.1,2.1,2.4,
player786,2010-11,25,UTA,NBA,PF,76,2605,19.8,.578,.023,.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,5.2,2.5,7.7,.143,1.6,0.7,2.4,2.9,
player786,2011-12,26,UTA,NBA,PF,64,2100,21.8,.545,.036,.296,9.7,21.2,15.4,12.4,2.9,2.0,10.3,23.2,4.9,2.9,7.8,.179,2.9,2.1,5.0,3.7,
player786,2012-13,27,UTA,NBA,PF,78,2375,19.8,.550,.045,.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,4.8,2.9,7.6,.154,1.8,2.0,3.8,3.5,
player786,2013-14,28,ATL,NBA,PF,74,2482,19.8,.545,.202,.373,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,2.7,4.0,6.7,.129,0.7,2.4,3.1,3.2,
player786,2014-15,29,ATL,NBA,PF,73,2390,20.0,.565,.232,.362,6.9,20.0,13.6,15.4,2.8,2.4,13.3,23.8,4.0,4.3,8.3,.166,1.6,2.6,4.2,3.7,
player786,2015-16,30,ATL,NBA,PF,81,2647,21.3,.556,.218,.383,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,4.1,6.0,10.1,.183,1.1,4.2,5.3,4.9,
player786,2016-17,31,ATL,NBA,PF,53,1810,18.3,.537,.259,.384,5.6,19.6,12.7,18.0,2.1,2.4,11.5,24.2,2.1,3.0,5.1,.136,0.8,2.4,3.1,2.3,
player787,2002-03,22,HOU,NBA,C,82,2382,20.6,.570,.002,.461,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,.176,0.2,1.7,1.9,2.4,
player787,2003-04,23,HOU,NBA,C,82,2692,21.9,.586,.002,.435,9.1,22.4,16.1,9.3,0.4,4.5,14.3,25.3,6.5,4.8,11.4,.202,0.3,1.6,1.9,2.6,
player787,2004-05,24,HOU,NBA,C,80,2447,23.2,.614,.000,.510,10.2,21.4,15.9,5.0,0.8,5.1,14.1,26.8,6.0,4.7,10.7,.210,0.3,1.3,1.6,2.2,
player787,2005-06,25,HOU,NBA,C,57,1949,25.6,.592,.001,.439,9.1,25.6,17.5,9.8,0.8,3.9,12.0,29.9,5.0,3.5,8.6,.211,1.3,1.1,2.4,2.2,
player787,2006-07,26,HOU,NBA,C,48,1624,26.5,.601,.002,.504,7.2,24.7,16.0,12.3,0.6,4.5,14.3,33.5,4.0,3.4,7.4,.220,0.4,2.0,2.3,1.8,
player787,2007-08,27,HOU,NBA,C,55,2044,22.5,.587,.002,.477,9.6,22.9,16.4,11.5,0.6,4.0,15.1,27.1,4.2,4.1,8.3,.196,0.4,2.6,2.9,2.6,
player787,2008-09,28,HOU,NBA,C,77,2589,22.7,.618,.001,.426,9.6,24.1,17.1,10.0,0.6,4.2,16.0,26.2,5.6,5.0,10.6,.196,0.6,2.4,3.0,3.3,
player787,2010-11,30,HOU,NBA,C,5,91,19.8,.579,.000,.432,8.7,24.9,16.8,7.3,0.0,6.1,13.7,24.8,0.2,0.1,0.3,.147,-2.8,0.0,-2.8,0.0,
player788,2014-15,23,CHI,NBA,PF,82,1654,17.9,.556,.502,.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3.0,2.7,5.7,.165,1.2,0.0,1.2,1.3,
