PlayerID,Season,Team,Lg,Salary,
player1,1996-97,VAN,NBA,2186000,
player1,1999-00,VAN,NBA,9000000,
player1,2000-01,VAN,NBA,10130000,
player1,2001-02,ATL,NBA,11250000,
player1,2002-03,ATL,NBA,12375000,
player1,2003-04,ATL,NBA,13500000,
player1,2004-05,POR,NBA,14625000,
player1,2005-06,SAC,NBA,5000000,
player1,2006-07,SAC,NBA,5400000,
player1,2007-08,SAC,NBA,5800000,
player1,2009-10,SAC,NBA,6600000,
player10,2006-07,DAL,NBA,906480,
player10,2007-08,NJN,NBA,974400,
player10,2008-09,NJN,NBA,1042440,
player10,2010-11,MIN,NBA,83305,
player100,2014-15,DEN,NBA,35000,
player100,2014-15,UTA,NBA,29843,
player1000,2014-15,PHI,NBA,507336,
player1000,2015-16,PHI,NBA,845059,
player1000,2015-16,DEN,NBA,285489,
player1001,2002-03,MIL,NBA,349458,
player1001,2003-04,LAL,NBA,563679,
player1001,2004-05,CHA,NBA,695046,
player1001,2005-06,SAC,NBA,719373,
player1001,2006-07,DEN,NBA,771331,
player1002,2010-11,CLE,NBA,500000,
player1002,2011-12,CLE,NBA,762195,
player1002,2012-13,CLE,NBA,341756,
player1003,2010-11,MIL,NBA,1731960,
player1003,2011-12,MIL,NBA,1861920,
player1003,2012-13,MIL,NBA,1991760,
player1003,2013-14,MIL,NBA,3053368,
player1003,2014-15,MIL,NBA,11000000,
player1003,2015-16,MIL,NBA,1865547,
player1004,2005-06,SAS,NBA,24315,
player1007,2001-02,NJN,NBA,332817,
player1007,2002-03,NJN,NBA,512435,
player1007,2003-04,NJN,NBA,800000,
player1007,2004-05,NJN,NBA,900000,
player1007,2005-06,BOS,NBA,2586207,
player1007,2006-07,BOS,NBA,2793103,
player1007,2007-08,BOS,NBA,3000000,
player1007,2008-09,BOS,NBA,3206897,
player1007,2009-10,BOS,NBA,3413793,
player1007,2010-11,CHI,NBA,1229255,
player1007,2011-12,CHI,NBA,1352181,
player1008,2005-06,SAS,NBA,24315,
player1009,2006-07,CHI,NBA,55000,
player101,2013-14,CLE,NBA,5324280,
player101,2014-15,MIN,NBA,5563920,
player101,2015-16,MIN,NBA,3650000,
player101,2015-16,TOR,NBA,947276,
player1010,2013-14,ATL,NBA,1348200,
player1010,2014-15,ATL,NBA,1690680,
player1010,2015-16,ATL,NBA,1763400,
player1011,2007-08,HOU,NBA,2910000,
player1011,2008-09,HOU,NBA,3100667,
player1011,2009-10,HOU,NBA,3375600,
player1011,2010-11,HOU,NBA,7775378,
player1011,2011-12,HOU,NBA,8591793,
player1011,2012-13,HOU,NBA,5259697,
player1011,2012-13,PHO,NBA,4148510,
player1011,2013-14,IND,NBA,4508504,
player1011,2014-15,HOU,NBA,6541000,
player1011,2014-15,HOU,NBA,6172538,
player1011,2014-15,IND,NBA,4868499,
player1011,2015-16,TOR,NBA,3000000,
player1012,2012-13,ATL,NBA,473604,
player1012,2013-14,ATL,NBA,788872,
player1012,2014-15,ATL,NBA,3333333,
player1012,2015-16,ATL,NBA,3333333,
player1013,2006-07,CHI,NBA,1679280,
player1013,2007-08,CHI,NBA,1805160,
player1013,2008-09,OKC,NBA,1931160,
player1013,2009-10,OKC,NBA,2759628,
player1013,2010-11,OKC,NBA,3250000,
player1013,2011-12,OKC,NBA,3300000,
player1013,2012-13,OKC,NBA,3600000,
player1013,2013-14,OKC,NBA,3900000,
player1013,2014-15,ATL,NBA,4150000,
player1013,2015-16,ATL,NBA,4000000,
player1014,2011-12,MEM,NBA,550000,
player1014,2012-13,CLE,NBA,762195,
player1015,2006-07,SEA,NBA,1958640,
player1015,2007-08,SEA,NBA,2105520,
player1015,2008-09,OKC,NBA,2252400,
player1016,2010-11,WAS,NBA,1563120,
player1016,2011-12,WAS,NBA,1680360,
player1016,2012-13,WAS,NBA,1797600,
player1016,2013-14,WAS,NBA,2761114,
player1016,2014-15,WAS,NBA,3898692,
player1016,2015-16,NYK,NBA,2800000,
player1017,2007-08,MIL,NBA,427163,
player1017,2008-09,MIL,NBA,722517,
player1017,2009-10,MIN,NBA,3670667,
player1017,2010-11,CLE,NBA,3964320,
player1017,2011-12,CLE,NBA,4257973,
player1017,2012-13,CHA,NBA,5000000,
player1017,2013-14,CHA,NBA,5000000,
player1017,2014-15,WAS,NBA,2077000,
player1017,2015-16,WAS,NBA,2170465,
player1018,2005-06,POR,NBA,641748,
player1018,2006-07,MIL,NBA,744551,
player1019,2007-08,SAC,NBA,5450,
player1019,2010-11,WAS,NBA,89670,
player1020,2008-09,DET,NBA,442114,
player1021,2012-13,BRK,NBA,473604,
player1021,2013-14,BRK,NBA,788872,
player1021,2014-15,CHI,NBA,,
player1022,2011-12,NYK,NBA,1563120,
player1022,2012-13,NYK,NBA,1680360,
player1022,2013-14,NYK,NBA,1703760,
player1022,2014-15,CLE,NBA,2616975,
player1022,2015-16,CLE,NBA,9000000,
player1023,2012-13,MIN,NBA,2934610,
player1023,2013-14,MIN,NBA,3150000,
player1023,2014-15,NYK,NBA,3282056,
player1026,2010-11,PHO,NBA,473640,
player1026,2011-12,PHO,NBA,51097,
player1027,2005-06,MIA,NBA,867720,
player1027,2006-07,MIA,NBA,932760,
player1028,2001-02,WAS,NBA,332817,
player1028,2002-03,DET,NBA,512435,
player1028,2002-03,WAS,NBA,337457,
player1028,2003-04,LAC,NBA,638679,
player1028,2004-05,LAC,NBA,825000,
player1028,2005-06,MIL,NBA,8000000,
player1028,2006-07,MIL,NBA,8640000,
player1028,2007-08,MIL,NBA,9280000,
player1028,2008-09,NJN,NBA,10602667,
player1028,2009-10,NJN,NBA,10560000,
player1028,2010-11,SAS,NBA,71951,
player1028,2011-12,LAC,NBA,594836,
player1029,2006-07,NOK,NBA,1515480,
player1029,2007-08,CHI,NBA,1629120,
player1029,2008-09,SAC,NBA,1742760,
player1030,2015-16,SAS,NBA,525093,
player1031,2007-08,IND,NBA,112130,
player1031,2008-09,PHO,NBA,184648,
player1032,2014-15,PHI,NBA,915243,
player1032,2015-16,BRK,NBA,161622,
player1033,2012-13,DET,NBA,1000000,
player1033,2013-14,DET,NBA,1045000,
player1033,2014-15,OKC,NBA,1090000,
player1033,2015-16,OKC,NBA,5000000,
player1034,2008-09,CHA,NBA,442114,
player1035,2011-12,WAS,NBA,1485000,
player1035,2012-13,WAS,NBA,1596360,
player1035,2013-14,WAS,NBA,1618680,
player1036,2005-06,LAC,NBA,625000,
player1036,2006-07,LAC,NBA,675000,
player1036,2008-09,DAL,NBA,826269,
player1036,2009-10,WAS,NBA,1030189,
player1037,2014-15,ORL,NBA,100000,
player1038,1998-99,LAC,NBA,653500,
player1038,1999-00,LAC,NBA,843000,
player1038,2000-01,LAC,NBA,901800,
player1038,2001-02,CLE,NBA,1483461,
player1038,2002-03,PHI,NBA,637435,
player1038,2003-04,MIL,NBA,1500000,
player1038,2004-05,PHI,NBA,4500000,
player1038,2005-06,SAC,NBA,4950000,
player1038,2006-07,MIL,NBA,5400000,
player1038,2007-08,PHO,NBA,1108718,
player1038,2008-09,LAC,NBA,1262275,
player1038,2009-10,LAC,NBA,1306455,
player1038,2010-11,MIL,NBA,270436,
player1038,2011-12,MEM,NBA,65446,
player1039,2011-12,ATL,NBA,122237,
player1039,2011-12,NOH,NBA,76392,
player1039,2012-13,CLE,NBA,251076,
player1039,2012-13,NOH,NBA,44835,
player1039,2013-14,IND,NBA,884293,
player1039,2014-15,IND,NBA,948163,
player1039,2015-16,BRK,NBA,1015421,
player104,2012-13,HOU,NBA,281377,
player104,2013-14,HOU,NBA,788872,
player104,2014-15,HOU,NBA,915243,
player104,2015-16,HOU,NBA,6500000,
player1040,2006-07,TOR,NBA,412718,
player1041,2014-15,BOS,NBA,3283320,
player1041,2015-16,BOS,NBA,3431040,
player1042,1997-98,MIA,NBA,619200,
player1042,1998-99,LAC,NBA,677080,
player1042,1999-00,LAC,NBA,779960,
player1042,2001-02,SAS,NBA,540850,
player1042,2002-03,POR,NBA,637435,
player1042,2005-06,POR,NBA,771123,
player1044,2006-07,MIN,NBA,412718,
player1044,2007-08,MIN,NBA,687456,
player1044,2008-09,MIN,NBA,2500000,
player1044,2009-10,LAC,NBA,2500000,
player1044,2010-11,LAC,NBA,2300000,
player1044,2011-12,POR,NBA,992680,
player1045,2004-05,ATL,NBA,425000,
player1045,2005-06,ATL,NBA,641748,
player1046,2011-12,HOU,NBA,301733,
player1046,2012-13,HOU,NBA,762195,
player1046,2013-14,HOU,NBA,884293,
player1046,2014-15,DAL,NBA,948163,
player1046,2015-16,MIN,NBA,247623,
player1047,2010-11,MEM,NBA,473604,
player1047,2011-12,ORL,NBA,522486,
player1047,2011-12,GSW,NBA,116768,
player1047,2012-13,MIL,NBA,854389,
player1047,2013-14,MIL,NBA,951463,
player1047,2014-15,HOU,NBA,981084,
player1047,2014-15,PHI,NBA,981084,
player1047,2015-16,PHI,NBA,1100602,
player1048,2004-05,NOH,NBA,1206600,
player1048,2005-06,NOK,NBA,1297080,
player1048,2006-07,DEN,NBA,1387560,
player1048,2007-08,DEN,NBA,2134067,
player1048,2008-09,DEN,NBA,4985001,
player1048,2009-10,DEN,NBA,5508426,
player1048,2010-11,DEN,NBA,6757851,
player1048,2011-12,NYK,NBA,2382353,
player1048,2012-13,NYK,NBA,2806452,
player1048,2013-14,NYK,NBA,5565000,
player1048,2014-15,CLE,NBA,6516000,
player1048,2015-16,CLE,NBA,5000000,
player1049,2007-08,PHI,NBA,1233840,
player1049,2008-09,PHI,NBA,1326360,
player1049,2009-10,PHI,NBA,1418880,
player1049,2010-11,NOH,NBA,2187913,
player1049,2011-12,NOH,NBA,2500000,
player1049,2012-13,NOH,NBA,2500000,
player1049,2013-14,NOP,NBA,2500000,
player1049,2014-15,NYK,NBA,3278000,
player1049,2015-16,ORL,NBA,4300000,
player105,2014-15,SAC,NBA,29843,
player1051,1995-96,GSW,NBA,2473000,
player1051,1996-97,GSW,NBA,2794000,
player1051,1997-98,GSW,NBA,3165160,
player1051,1998-99,MIN,NBA,1750000,
player1051,1999-00,MIN,NBA,2100000,
player1051,2000-01,DET,NBA,2250000,
player1051,2001-02,MIN,NBA,4538000,
player1051,2002-03,MIN,NBA,4991800,
player1051,2003-04,MIL,NBA,5445600,
player1051,2004-05,MIL,NBA,5899400,
player1051,2005-06,MIL,NBA,6353200,
player1051,2006-07,PHI,NBA,6807000,
player1051,2007-08,CLE,NBA,5200000,
player1051,2008-09,OKC,NBA,4795000,
player1051,2009-10,ATL,NBA,1306455,
player1051,2010-11,LAL,NBA,1352181,
player1052,2004-05,ATL,NBA,1270080,
player1052,2005-06,ATL,NBA,1365360,
player1052,2006-07,ATL,NBA,1460640,
player1052,2007-08,ATL,NBA,2243543,
player1052,2008-09,ATL,NBA,10000000,
player1052,2009-10,ATL,NBA,10800000,
player1052,2010-11,ATL,NBA,11600000,
player1052,2011-12,ATL,NBA,12400000,
player1052,2012-13,ATL,NBA,13200000,
player1052,2013-14,DET,NBA,13500000,
player1052,2014-15,DET,NBA,14000000,
player1052,2014-15,HOU,NBA,2077000,
player1052,2015-16,DET,NBA,5400000,
player1052,2015-16,HOU,NBA,1499000,
player1053,2011-12,POR,NBA,1306920,
player1053,2012-13,POR,NBA,1404960,
player1054,2014-15,MEM,NBA,816482,
player1054,2015-16,MEM,NBA,816482,
player1055,2006-07,PHI,NBA,161061,
player1056,2013-14,CHI,NBA,1409040,
player1056,2014-15,CHI,NBA,1472400,
player1056,2015-16,CHI,NBA,1535880,
player1057,1995-96,SEA,NBA,200000,
player1057,1996-97,SEA,NBA,247500,
player1057,1997-98,SEA,NBA,706300,
player1057,1998-99,PHI,NBA,846300,
player1057,1999-00,PHI,NBA,3000000,
player1057,2000-01,PHI,NBA,3380000,
player1057,2001-02,PHI,NBA,3750000,
player1057,2002-03,PHI,NBA,4125000,
player1057,2003-04,PHI,NBA,4500000,
player1057,2004-05,CLE,NBA,4875000,
player1057,2005-06,CLE,NBA,5484375,
player1057,2006-07,CLE,NBA,6093750,
player1057,2007-08,CLE,NBA,6703125,
player1057,2008-09,CLE,NBA,7312500,
player1058,2004-05,UTA,NBA,1336920,
player1058,2005-06,NOK,NBA,1437240,
player1058,2006-07,HOU,NBA,1537440,
player1058,2007-08,MIN,NBA,2358433,
player1059,2001-02,MEM,NBA,332817,
player1059,2008-09,SAC,NBA,711517,
player106,1998-99,VAN,NBA,2400000,
player106,1999-00,VAN,NBA,3092400,
player106,2000-01,VAN,NBA,3308160,
player106,2001-02,SAC,NBA,4174893,
player106,2002-03,SAC,NBA,8500000,
player106,2003-04,SAC,NBA,9500000,
player106,2004-05,SAC,NBA,10500000,
player106,2005-06,SAC,NBA,11500000,
player106,2006-07,SAC,NBA,12500000,
player106,2007-08,ATL,NBA,13500000,
player106,2008-09,ATL,NBA,14983603,
player106,2009-10,ATL,NBA,6217617,
player106,2010-11,WAS,NBA,5564767,
player106,2011-12,NYK,NBA,1352181,
player1060,2003-04,SAC,NBA,366931,
player1060,2004-05,SAC,NBA,1600000,
player1060,2005-06,CHI,NBA,2200000,
player1060,2006-07,WAS,NBA,3650000,
player1060,2007-08,WAS,NBA,3942000,
player1060,2008-09,WAS,NBA,4235000,
player1060,2009-10,NOH,NBA,4526000,
player1060,2010-11,PHI,NBA,4818000,
player1062,2004-05,TOR,NBA,385277,
player1062,2005-06,TOR,NBA,641748,
player1062,2006-07,TOR,NBA,744551,
player1063,2006-07,HOU,NBA,1800000,
player1063,2007-08,SAS,NBA,1944000,
player1064,2008-09,PHI,NBA,1542600,
player1064,2009-10,PHI,NBA,1658280,
player1064,2010-11,PHI,NBA,1773960,
player1064,2011-12,MEM,NBA,2721255,
player1064,2012-13,CLE,NBA,4200000,
player1064,2013-14,GSW,NBA,3500000,
player1064,2014-15,GSW,NBA,3657500,
player1064,2015-16,GSW,NBA,3815000,
player1065,2010-11,SAS,NBA,3400000,
player1065,2011-12,SAS,NBA,3672000,
player1065,2012-13,SAS,NBA,3944000,
player1065,2013-14,SAS,NBA,10000000,
player1065,2014-15,SAS,NBA,9250000,
player1065,2015-16,ATL,NBA,8500000,
player1066,1995-96,PHI,NBA,1987000,
player1066,1996-97,PHI,NBA,2286000,
player1066,1997-98,PHI,NBA,2583360,
player1066,1998-99,DET,NBA,3887000,
player1066,1999-00,DET,NBA,4781250,
player1066,2000-01,DET,NBA,5310000,
player1066,2001-02,DET,NBA,5843750,
player1066,2002-03,WAS,NBA,6375000,
player1066,2003-04,WAS,NBA,6906250,
player1066,2004-05,DAL,NBA,7437500,
player1066,2005-06,DAL,NBA,8367187,
player1066,2006-07,DAL,NBA,9296874,
player1066,2007-08,DAL,NBA,6750000,
player1066,2008-09,DAL,NBA,7000000,
player1066,2009-10,MEM,NBA,2000000,
player1066,2009-10,MIL,NBA,668598,
player1066,2010-11,MIA,NBA,222712,
player1066,2011-12,ATL,NBA,1352181,
player1066,2012-13,BRK,NBA,1352181,
player1067,2014-15,SAC,NBA,2745840,
player1067,2015-16,PHI,NBA,2869440,
player1069,2010-11,IND,NBA,750000,
player1069,2011-12,IND,NBA,810000,
player1069,2012-13,IND,NBA,870000,
player1069,2013-14,IND,NBA,1005000,
player1069,2014-15,CHO,NBA,9000000,
player1069,2015-16,MEM,NBA,9000000,
player107,2004-05,GSW,NBA,1727760,
player107,2005-06,GSW,NBA,1857360,
player107,2006-07,GSW,NBA,1986960,
player107,2007-08,GSW,NBA,2636696,
player107,2008-09,GSW,NBA,9000000,
player107,2009-10,GSW,NBA,9000000,
player107,2010-11,GSW,NBA,9000000,
player107,2011-12,GSW,NBA,9000000,
player107,2012-13,GSW,NBA,9000000,
player107,2013-14,UTA,NBA,9000000,
player1070,2015-16,LAC,NBA,61776,
player1070,2015-16,MEM,NBA,30888,
player1071,2000-01,UTA,NBA,828120,
player1071,2001-02,UTA,NBA,890280,
player1071,2002-03,UTA,NBA,952320,
player1071,2003-04,UTA,NBA,1616087,
player1071,2004-05,ORL,NBA,2500000,
player1071,2005-06,ORL,NBA,2750000,
player1071,2006-07,WAS,NBA,932015,
player1071,2007-08,WAS,NBA,1033930,
player1071,2008-09,WAS,NBA,3616072,
player1071,2009-10,DAL,NBA,3886928,
player1071,2010-11,DAL,NBA,4151786,
player1071,2011-12,NJN,NBA,2500000,
player1071,2012-13,ATL,NBA,2240450,
player1072,2011-12,BOS,NBA,762195,
player1072,2012-13,MIN,NBA,2575000,
player1072,2013-14,NOP,NBA,2676000,
player1072,2014-15,TOR,NBA,981084,
player1073,2014-15,SAC,NBA,29843,
player1074,1999-00,SAC,NBA,1310400,
player1074,2000-01,SAC,NBA,1480000,
player1074,2001-02,SAC,NBA,5000000,
player1074,2002-03,SAC,NBA,5625000,
player1074,2003-04,SAC,NBA,6250000,
player1074,2004-05,SAC,NBA,6875000,
player1074,2005-06,SAC,NBA,7500000,
player1074,2006-07,NOK,NBA,10800000,
player1074,2007-08,NOH,NBA,11664000,
player1074,2008-09,NOH,NBA,12528000,
player1074,2009-10,NOH,NBA,13392000,
player1074,2010-11,TOR,NBA,14896000,
player1074,2010-11,DAL,NBA,636320,
player1075,2014-15,MEM,NBA,725000,
player1075,2015-16,NOP,NBA,845059,
player1077,2011-12,DEN,NBA,473604,
player1077,2012-13,DEN,NBA,762195,
player1078,2004-05,NJN,NBA,84573,
player1078,2005-06,WAS,NBA,641748,
player1078,2007-08,MIL,NBA,711517,
player1079,1995-96,TOR,NBA,1345000,
player1079,1996-97,TOR,NBA,1547000,
player1079,1997-98,TOR,NBA,1748760,
player1079,1998-99,POR,NBA,9000000,
player1079,1999-00,POR,NBA,10125000,
player1079,2000-01,POR,NBA,11250000,
player1079,2001-02,POR,NBA,12375000,
player1079,2002-03,POR,NBA,12375000,
player1079,2003-04,POR,NBA,12375000,
player1079,2004-05,POR,NBA,12500000,
player1079,2005-06,MEM,NBA,3750000,
player1079,2006-07,MEM,NBA,4050000,
player1079,2007-08,MEM,NBA,4350000,
player1079,2007-08,SAS,NBA,556438,
player1079,2008-09,MEM,NBA,2325000,
player108,1997-98,BOS,NBA,2384640,
player108,1998-99,DEN,NBA,2742000,
player108,1999-00,ORL,NBA,3100080,
player108,2000-01,MIN,NBA,2250000,
player108,2001-02,MIN,NBA,2475000,
player108,2002-03,DET,NBA,4546000,
player108,2003-04,DET,NBA,5000600,
player108,2004-05,DET,NBA,5455200,
player108,2005-06,DET,NBA,5909800,
player108,2006-07,DET,NBA,6364400,
player108,2007-08,DET,NBA,10000000,
player108,2008-09,DEN,NBA,11050000,
player108,2009-10,DEN,NBA,12100000,
player108,2010-11,NYK,NBA,13150000,
player108,2011-12,NYK,NBA,12199968,
player108,2011-12,LAC,NBA,2000032,
player108,2012-13,LAC,NBA,4000000,
player108,2013-14,DET,NBA,2500000,
player1080,2005-06,ATL,NBA,675000,
player1080,2006-07,ATL,NBA,729000,
player1080,2007-08,ATL,NBA,783000,
player1081,2002-03,PHO,NBA,1767120,
player1081,2003-04,PHO,NBA,1899720,
player1081,2004-05,PHO,NBA,2032200,
player1081,2005-06,PHO,NBA,2589023,
player1081,2006-07,PHO,NBA,12455000,
player1081,2007-08,PHO,NBA,13762775,
player1081,2008-09,PHO,NBA,15070550,
player1081,2009-10,PHO,NBA,16378325,
player1081,2010-11,NYK,NBA,16486611,
player1081,2011-12,NYK,NBA,18217705,
player1081,2012-13,NYK,NBA,19948799,
player1081,2013-14,NYK,NBA,21679893,
player1081,2014-15,NYK,NBA,23410988,
player1081,2014-15,DAL,NBA,485670,
player1081,2015-16,MIA,NBA,1499187,
player1082,2007-08,PHO,NBA,427163,
player1083,2007-08,DET,NBA,1569600,
player1083,2008-09,DET,NBA,1687320,
player1083,2009-10,DET,NBA,1805040,
player1083,2010-11,DET,NBA,2767126,
player1083,2011-12,DET,NBA,8500000,
player1083,2012-13,DET,NBA,8500000,
player1083,2013-14,DET,NBA,8500000,
player1083,2014-15,IND,NBA,1227985,
player1083,2015-16,IND,NBA,6500000,
player1084,2012-13,BOS,NBA,1306920,
player1084,2013-14,BOS,NBA,1365720,
player1084,2014-15,BOS,NBA,1424520,
player1084,2015-16,BOS,NBA,2269260,
player1085,2009-10,DET,NBA,457588,
player1085,2010-11,DET,NBA,762195,
player1085,2011-12,NOH,NBA,303137,
player1086,2003-04,NYK,NBA,1840800,
player1086,2004-05,NYK,NBA,1978920,
player1086,2005-06,CHI,NBA,2116920,
player1086,2006-07,CHI,NBA,2696956,
player1087,2004-05,SEA,NBA,1641360,
player1087,2005-06,SEA,NBA,1764480,
player1087,2006-07,SEA,NBA,1887600,
player1087,2007-08,SEA,NBA,2601113,
player1087,2008-09,OKC,NBA,3579131,
player1088,2000-01,VAN,NBA,3164280,
player1088,2001-02,MEM,NBA,3401640,
player1088,2002-03,MEM,NBA,3639000,
player1088,2003-04,MEM,NBA,4592418,
player1088,2004-05,MEM,NBA,5993105,
player1088,2005-06,HOU,NBA,5000000,
player1088,2006-07,MEM,NBA,5400000,
player1088,2007-08,NJN,NBA,5800000,
player1088,2008-09,NJN,NBA,6200000,
player1089,2010-11,ATL,NBA,473604,
player109,2011-12,CHA,NBA,2798040,
player109,2012-13,CHA,NBA,3007920,
player109,2013-14,CHA,NBA,3049920,
player109,2014-15,CHO,NBA,3873398,
player109,2015-16,TOR,NBA,3000000,
player1090,1999-00,MIN,NBA,2011440,
player1090,2000-01,MIN,NBA,2162280,
player1090,2001-02,MIN,NBA,2313240,
player1090,2002-03,MIN,NBA,2933187,
player1090,2003-04,MIN,NBA,8000000,
player1090,2004-05,MIN,NBA,9000000,
player1090,2005-06,MIN,NBA,10000000,
player1090,2006-07,BOS,NBA,11775000,
player1090,2007-08,CLE,NBA,12775000,
player1090,2008-09,CLE,NBA,13775000,
player1091,2005-06,GSW,NBA,423762,
player1091,2006-07,GSW,NBA,664209,
player1092,2015-16,ATL,NBA,1000000,
player1093,2005-06,WAS,NBA,398762,
player1093,2006-07,WAS,NBA,664209,
player1094,2012-13,CHA,NBA,575000,
player1094,2013-14,CHA,NBA,788872,
player1094,2014-15,CHO,NBA,915243,
player1095,2009-10,HOU,NBA,725000,
player1095,2010-11,SAC,NBA,780871,
player1096,1997-98,LAC,NBA,1051800,
player1096,1998-99,LAC,NBA,1209000,
player1096,1999-00,LAC,NBA,1367400,
player1096,2000-01,HOU,NBA,2250000,
player1096,2001-02,HOU,NBA,6500000,
player1096,2002-03,HOU,NBA,7150000,
player1096,2003-04,HOU,NBA,7800000,
player1096,2004-05,HOU,NBA,8450000,
player1096,2005-06,NYK,NBA,9100000,
player1096,2006-07,NYK,NBA,7500000,
player1096,2006-07,SAC,NBA,1065918,
player1097,2008-09,LAC,NBA,500000,
player1098,2012-13,BRK,NBA,473604,
player1098,2013-14,BRK,NBA,788872,
player1099,2009-10,ATL,NBA,1373880,
player1099,2010-11,ATL,NBA,1476840,
player1099,2011-12,ATL,NBA,1579920,
player1099,2012-13,ATL,NBA,2433077,
player1099,2013-14,ATL,NBA,8000000,
player1099,2014-15,ATL,NBA,8000000,
player1099,2015-16,ATL,NBA,8000000,
player11,2008-09,SAS,NBA,125562,
player110,2015-16,MIN,NBA,4000000,
player1100,2012-13,CHI,NBA,1028400,
player1100,2013-14,CHI,NBA,1074720,
player1100,2014-15,PHI,NBA,1120920,
player1101,2012-13,BRK,NBA,3090000,
player1101,2013-14,BRK,NBA,3229050,
player1101,2014-15,BRK,NBA,3368100,
player1101,2015-16,PHO,NBA,5500000,
player1102,2004-05,POR,NBA,1559280,
player1102,2005-06,POR,NBA,1676280,
player1102,2006-07,BOS,NBA,1793160,
player1102,2007-08,MIN,NBA,2562426,
player1102,2008-09,MIN,NBA,2300000,
player1102,2009-10,CLE,NBA,2500000,
player1102,2010-11,MIN,NBA,2700000,
player1102,2011-12,PHO,NBA,1500000,
player1102,2012-13,TOR,NBA,1567500,
player1102,2014-15,OKC,NBA,915243,
player1103,2010-11,MIL,NBA,98637,
player1103,2010-11,SAS,NBA,71736,
player1103,2012-13,WAS,NBA,572943,
player1103,2013-14,WAS,NBA,916099,
player1103,2014-15,WAS,NBA,981084,
player1103,2015-16,WAS,NBA,1100602,
player1104,1999-00,ATL,NBA,1468920,
player1104,2000-01,ATL,NBA,1579080,
player1104,2001-02,ATL,NBA,1689360,
player1104,2002-03,ATL,NBA,2153934,
player1104,2003-04,ATL,NBA,8333333,
player1104,2004-05,DAL,NBA,7500000,
player1104,2005-06,DAL,NBA,6666667,
player1104,2006-07,DAL,NBA,8100000,
player1104,2007-08,DAL,NBA,8898000,
player1104,2008-09,DAL,NBA,9196000,
player1104,2009-10,DAL,NBA,9862500,
player1104,2010-11,DAL,NBA,10650000,
player1104,2011-12,DAL,NBA,11158000,
player1104,2012-13,BOS,NBA,5000000,
player1104,2013-14,BRK,NBA,5625313,
player1104,2014-15,HOU,NBA,5850313,
player1104,2015-16,HOU,NBA,1499187,
player1105,2009-10,MEM,NBA,4458840,
player1105,2010-11,HOU,NBA,4793280,
player1105,2011-12,HOU,NBA,5127720,
player1105,2012-13,OKC,NBA,1200000,
player1105,2013-14,OKC,NBA,1200000,
player1106,2015-16,DET,NBA,60000,
player1107,2007-08,NJN,NBA,510529,
player1107,2007-08,CLE,NBA,264897,
player1108,2000-01,DAL,NBA,1388880,
player1108,2001-02,WAS,NBA,1493040,
player1108,2002-03,WAS,NBA,1597200,
player1108,2003-04,WAS,NBA,2200942,
player1108,2004-05,WAS,NBA,4903000,
player1108,2005-06,WAS,NBA,5393300,
player1108,2006-07,WAS,NBA,5883600,
player1108,2007-08,WAS,NBA,6373900,
player1108,2008-09,WAS,NBA,6864200,
player1108,2009-10,OKC,NBA,7350000,
player1108,2010-11,ATL,NBA,1223166,
player1109,2011-12,SAC,NBA,473604,
player1109,2012-13,SAC,NBA,762195,
player1109,2013-14,SAC,NBA,884293,
player1109,2014-15,BOS,NBA,7238606,
player1109,2015-16,BOS,NBA,6912869,
player111,2014-15,LAL,NBA,507336,
player111,2015-16,LAL,NBA,845059,
player1110,2005-06,PHI,NBA,148698,
player1111,1997-98,BOS,NBA,640440,
player1111,1998-99,TOR,NBA,737000,
player1111,1999-00,TOR,NBA,832560,
player1111,2005-06,ATL,NBA,178675,
player1111,2005-06,MEM,NBA,103443,
player1112,1999-00,HOU,NBA,823440,
player1112,2000-01,HOU,NBA,885120,
player1112,2001-02,HOU,NBA,946920,
player1112,2002-03,PHI,NBA,1557684,
player1112,2003-04,PHI,NBA,5500000,
player1112,2004-05,PHI,NBA,6000000,
player1112,2005-06,SAC,NBA,6500000,
player1112,2006-07,SAC,NBA,7187500,
player1112,2007-08,SAC,NBA,7875000,
player1112,2008-09,SAC,NBA,8562500,
player1112,2009-10,SAC,NBA,8775000,
player1113,1995-96,MIA,NBA,1071000,
player1113,1996-97,MIA,NBA,1238000,
player1113,1997-98,DAL,NBA,1398960,
player1113,1998-99,NYK,NBA,1750000,
player1113,1999-00,NYK,NBA,1925000,
player1113,2000-01,NYK,NBA,3680000,
player1113,2001-02,NYK,NBA,4413375,
player1113,2002-03,NYK,NBA,4903750,
player1113,2003-04,NYK,NBA,5394125,
player1113,2004-05,NYK,NBA,5884500,
player1113,2005-06,PHO,NBA,6620062,
player1113,2006-07,PHO,NBA,7821482,
player1113,2007-08,SAS,NBA,8091188,
player1113,2008-09,SAS,NBA,4200000,
player1113,2009-10,MIL,NBA,3800000,
player1113,2010-11,CHI,NBA,1352181,
player1114,2011-12,NOH,NBA,328444,
player1114,2012-13,NOH,NBA,762195,
player1114,2013-14,NOP,NBA,884293,
player1114,2014-15,NYK,NBA,403784,
player1114,2015-16,NYK,NBA,1650000,
player1115,2011-12,SAS,NBA,103104,
player1115,2014-15,PHI,NBA,474000,
player1116,1997-98,PHI,NBA,1614240,
player1116,1998-99,MIL,NBA,1856000,
